id,name,normalized_name,gender,Simpson_fam
3886,Parasailer #1,parasailer 1,u,FALSE
3887,Parasailer #2,parasailer 2,u,FALSE
3888,Male Narrator,male narrator,m,FALSE
3889,Female Tour Guide,female tour guide,f,FALSE
3890,Female,female,f,FALSE
3891,Southern Woman,southern woman,f,FALSE
3892,Woman's Daughter,womans daughter,f,FALSE
3893,Armando,armando,m,FALSE
3894,Tv Chef,tv chef,u,FALSE
3895,Grouchy Old Man,grouchy old man,m,FALSE
3896,Sweet Old Lady,sweet old lady,f,FALSE
3897,Peruvian Frogs,peruvian frogs,u,FALSE
3898,Steve Buscemi,steve buscemi,m,FALSE
3899,Turks,turks,u,FALSE
3900,Marriage Counselor,marriage counselor,u,FALSE
3901,Jackson Browne,jackson browne,m,FALSE
3902,Busboys,busboys,m,FALSE
3903,Farty,farty,m,FALSE
3904,O.J.,oj,m,FALSE
3905,Pax Announcer,pax announcer,u,FALSE
3906,Silver-haired Woman,silver-haired woman,f,FALSE
3907,Jim Proudfoot,jim proudfoot,m,FALSE
3908,Junior Dandy Chief,junior dandy chief,m,FALSE
3909,Venus Flytrap,venus flytrap,u,FALSE
3910,Beautiful Woman,beautiful woman,f,FALSE
3911,Jethro,jethro,m,FALSE
3912,Granny,granny,f,FALSE
3913,Hot Woman,hot woman,f,FALSE
3914,Elmo,elmo,u,FALSE
3915,Godfather,godfather,m,FALSE
3916,Homer Doll,homer doll,m,TRUE
3917,Don Castellaneta,don castellaneta,m,FALSE
3918,Younger Mobster,younger mobster,u,FALSE
3919,Death,death,u,FALSE
3920,Frankie the Squealer,frankie the squealer,m,FALSE
3921,Swedish Scientist,swedish scientist,u,FALSE
3923,Young Professor Frink,young professor frink,m,FALSE
3924,Jennifer Garner,jennifer garner,f,FALSE
3925,Dudley Herschbach,dudley herschbach,m,FALSE
3926,Oscar De La Hoya,oscar de la hoya,m,FALSE
3927,Fbi Agent,fbi agent,u,FALSE
3928,Asian Woman,asian woman,f,FALSE
3929,Federal Agent,federal agent,u,FALSE
3930,Female Prisoners,female prisoners,f,FALSE
3931,Second Prisoner,second prisoner,f,FALSE
3932,Prison Bus Driver,prison bus driver,u,FALSE
3933,Other Prisoners,other prisoners,f,FALSE
3934,First Prisoner,first prisoner,f,FALSE
3935,French Teacher,french teacher,u,FALSE
3936,Michael Moore,michael moore,m,FALSE
3937,Boy Student,boy student,m,FALSE
3938,Dad #2,dad 2,m,FALSE
3939,Alien Rock Band,alien rock band,u,FALSE
3940,Museum-goers,museum-goers,u,FALSE
3941,Edwina,edwina,f,FALSE
3942,Tony Blair,tony blair,m,FALSE
3943,English Gentleman,english gentleman,m,FALSE
3944,Concierge,concierge,u,FALSE
3945,J.K. Rowling,jk rowling,f,FALSE
3946,Squeaky-Voiced British Teen,squeaky-voiced british teen,m,FALSE
3947,Judi Dench,judi dench,f,FALSE
3948,Gentleman #1,gentleman 1,m,FALSE
3949,GENTLEMAN #2,gentleman 2,m,FALSE
3950,Lord Daftwager,lord daftwager,m,FALSE
3951,Evan Marriott,evan marriott,m,FALSE
3952,Sir Ian McKellen,sir ian mckellen,m,FALSE
3953,Deep British Voice,deep british voice,u,FALSE
3954,Courtroom,courtroom,u,FALSE
3955,Young Girl In Crowd,young girl in crowd,f,FALSE
3922,Frink Senior,frink senior,m,FALSE
3852,Grady,grady,m,FALSE
3956,Second Guard,second guard,u,FALSE
3957,Sparkly Elves,sparkly elves,u,FALSE
3958,Madonna,madonna,f,FALSE
3959,HOMER-ISH WOMAN'S VOICE,homer-ish womans voice,f,FALSE
3960,Abbey,abbey,f,FALSE
3961,Cucumber Moses,cucumber moses,m,FALSE
3962,Candy Ball,candy ball,u,FALSE
3963,Grant Connor,grant connor,m,FALSE
3964,Care Bear,care bear,u,FALSE
3965,Prostitute,prostitute,f,FALSE
3966,2nd Peddler,2nd peddler,u,FALSE
3967,1st Construction Worker,1st construction worker,u,FALSE
3968,2nd Construction Worker,2nd construction worker,u,FALSE
3969,Ultrasound Woman,ultrasound woman,f,FALSE
3970,Jeremy,jeremy,m,FALSE
3971,Diane,diane,f,FALSE
3972,Beach Boys Experience,beach boys experience,m,FALSE
3973,Curb Re-painter,curb re-painter,u,FALSE
3974,Kathy,kathy,f,FALSE
3975,Holiday Special Announcer,holiday special announcer,u,FALSE
3976,Soulful Prune,soulful prune,u,FALSE
3977,Classy Clerk,classy clerk,u,FALSE
3978,Talking Astrolabe,talking astrolabe,u,FALSE
3979,REDNECK RADIO DJ,redneck radio dj,u,FALSE
3980,Country Singer,country singer,u,FALSE
3981,BACKUP SINGERS,backup singers,u,FALSE
3982,ASTROLABE,astrolabe,u,FALSE
3983,Jimmy Stewart Puppet,jimmy stewart puppet,m,FALSE
3984,Cartoon Announcer,cartoon announcer,u,FALSE
3985,Mr. McGrew,mr mcgrew,m,FALSE
3986,Bob Cratchett,bob cratchett,m,FALSE
3987,Ghost Of Xmas Past,ghost of xmas past,u,FALSE
3988,Sitcom Character,sitcom character,u,FALSE
3989,Ebenezer Urkel,ebenezer urkel,m,FALSE
3990,Mr. Sulu,mr sulu,m,FALSE
3991,Mr. Scott,mr scott,m,FALSE
3992,Pregnant Woman,pregnant woman,f,FALSE
3993,Wildlife Host,wildlife host,u,FALSE
3994,HANK HILL,hank hill,m,FALSE
3996,Gerbil,gerbil,u,FALSE
3997,Kids Chorus,kids chorus,u,FALSE
3998,Helpful Bear,helpful bear,u,FALSE
3999,Concert Announcer,concert announcer,u,FALSE
4000,Tinky Winky,tinky winky,m,FALSE
4001,Concert Crowd,concert crowd,u,FALSE
4002,Kid Crowd,kid crowd,u,FALSE
4003,Afghani Man,afghani man,m,FALSE
4004,Most Of Crowd,most of crowd,u,FALSE
4005,Speak 'n' Spell,speak n spell,u,FALSE
4006,Perverts,perverts,u,FALSE
4007,Tobacco Lobbyist,tobacco lobbyist,u,FALSE
4008,Mother On Ad,mother on ad,f,FALSE
4009,Actress In Blue Wig,actress in blue wig,f,FALSE
4010,Yeeeessss Man,yeeeessss man,m,FALSE
4011,Bike Guy,bike guy,m,FALSE
4012,Macho Tv Announcer,macho tv announcer,u,FALSE
4013,ROBOT WARS ANNOUNCER #2,robot wars announcer 2,u,FALSE
4014,ROBOT WARS ANNOUNCER #1,robot wars announcer 1,u,FALSE
4015,Knockahomer,knockahomer,m,TRUE
4016,Scary Robot,scary robot,u,FALSE
4017,Security Voice,security voice,u,FALSE
4018,Esme Delacroix,esme delacroix,u,FALSE
4019,Boris,boris,m,FALSE
4020,Siren,siren,f,FALSE
4021,Bartleby,bartleby,m,FALSE
4022,Leezakiah,leezakiah,m,FALSE
4023,Temperance,temperance,f,FALSE
4024,Captain Mordecai,captain mordecai,m,FALSE
4025,CYRUS MANLEY,cyrus manley,m,FALSE
4026,Jealousy,jealousy,u,FALSE
4027,Honesty,honesty,u,FALSE
4028,Conscience,conscience,u,FALSE
4029,Libido,libido,u,FALSE
4030,Thomas Pynchon,thomas pynchon,m,FALSE
4031,Springfieldites,springfieldites,u,FALSE
4032,Ashley Olsen,ashley olsen,f,FALSE
4033,Mary-Kate Olsen,mary-kate olsen,f,FALSE
4034,Elderly Librarian,elderly librarian,f,FALSE
4036,MARGARINE OF ARAGON,margarine of aragon,f,FALSE
4037,Court Herald,court herald,u,FALSE
4038,Royal Physician,royal physician,u,FALSE
4039,Prince Bart,prince bart,m,TRUE
4040,Margarine,margarine,u,FALSE
4041,Thomas More,thomas more,m,FALSE
4042,Barrister,barrister,u,FALSE
4043,Anne Boleyn,anne boleyn,f,FALSE
4044,Archbishop Lovejoy,archbishop lovejoy,m,FALSE
4045,Jane Seymour,jane seymour,f,FALSE
4046,Next Wife #2,next wife 2,f,FALSE
4047,Next Wife #3,next wife 3,f,FALSE
4048,Anne of Cleves,anne of cleves,f,FALSE
4049,Advisor Moe,advisor moe,m,FALSE
4050,Chief Homer,chief homer,m,TRUE
4051,Sacagawea,sacagawea,f,FALSE
4052,Charbonneau,charbonneau,u,FALSE
4053,Explorers,explorers,u,FALSE
4054,Mozart,mozart,m,FALSE
4055,Salieri,salieri,u,FALSE
4056,RAINER WOLFCASTLE,rainer wolfcastle,m,FALSE
4057,Fops,fops,u,FALSE
4058,Emperor Joseph II,emperor joseph ii,m,FALSE
4059,Knight Chorus,knight chorus,m,FALSE
4035,Henry VIII,henry viii,f,FALSE
4060,LADIES IN WAITING CHORUS,ladies in waiting chorus,f,FALSE
4061,Female Soloist,female soloist,f,FALSE
4062,Fop #1,fop 1,u,FALSE
4063,Fop #2,fop 2,u,FALSE
4064,Chancellor Smithers,chancellor smithers,m,FALSE
4065,Beethoven,beethoven,m,FALSE
4066,Crazies,crazies,u,FALSE
