id,name,normalized_name,gender,Simpson_fam
1651,Japanese Woman,japanese woman,f,FALSE
1652,Person,person,u,FALSE
1654,Charles Bronson,charles bronson,m,FALSE
1655,Man In Audience,man in audience,m,FALSE
1656,New York Pilot,new york pilot,u,FALSE
1657,Spielbergo,spielbergo,m,FALSE
1658,Jay's Stomach,jays stomach,m,FALSE
1659,Actor #1,actor 1,u,FALSE
1660,Actor #3,actor 3,u,FALSE
1661,Villagers,villagers,u,FALSE
1662,BEN HUR,ben hur,m,FALSE
1663,EUDORA WELTY,eudora welty,u,FALSE
1664,Fortune Teller,fortune teller,u,FALSE
1665,FORTUNE-TELLER,fortune-teller,u,FALSE
1666,Student In Jeans,student in jeans,u,FALSE
1667,Moustached Man,moustached man,m,FALSE
1668,Mrs. Parkfield,mrs parkfield,f,FALSE
1669,Mr. Parkfield,mr parkfield,m,FALSE
1670,Eldred,eldred,m,FALSE
1671,Other Player,other player,u,FALSE
1672,Adult Nelson,adult nelson,m,FALSE
1673,NELSON JR.,nelson jr,m,FALSE
1674,Aged Krusty,aged krusty,m,FALSE
1675,Cable Announcer,cable announcer,u,FALSE
1676,Pet Store Man,pet store man,m,FALSE
1677,DRILL SGT.,drill sgt,m,FALSE
1678,Irs Agent,irs agent,u,FALSE
1679,Fat Cheeked Housekeeper,fat cheeked housekeeper,u,FALSE
1680,Ticket Lady,ticket lady,f,FALSE
1681,Shelbyville Principal,shelbyville principal,u,FALSE
1682,Enemy Soldier #1,enemy soldier 1,u,FALSE
1683,Enemy Soldier #2,enemy soldier 2,u,FALSE
1684,Soldier #3,soldier 3,u,FALSE
1685,Soldier #4,soldier 4,u,FALSE
1686,Ring Girl,ring girl,f,FALSE
1687,Tape Recorder,tape recorder,u,FALSE
1688,Tutor,tutor,u,FALSE
1689,Onlooker #1,onlooker 1,u,FALSE
1690,Opponent #1,opponent 1,u,FALSE
1691,Opponent #2,opponent 2,u,FALSE
1692,Opponent #3,opponent 3,u,FALSE
1693,Parents,parents,u,FALSE
1694,Tiny Student,tiny student,u,FALSE
1695,All Students,all students,u,FALSE
1696,Old Jazz Musician,old jazz musician,u,FALSE
1697,Store Clerk,store clerk,u,FALSE
1698,Rudi,rudi,m,FALSE
1699,Bart Butterfly,bart butterfly,m,TRUE
1700,Lion's Head,lions head,u,FALSE
1701,Darth,darth,u,FALSE
1702,Black Man,black man,m,FALSE
1703,Shill,shill,u,FALSE
1704,News Vendor,news vendor,u,FALSE
1705,Psychotic Guy,psychotic guy,m,FALSE
1706,Hairdresser,hairdresser,u,FALSE
1707,Players,players,u,FALSE
1708,Sinister Man,sinister man,m,FALSE
1709,Henchman,henchman,m,FALSE
1710,1st Tourist,1st tourist,u,FALSE
1711,2nd Tourist,2nd tourist,u,FALSE
1712,Outfielder,outfielder,u,FALSE
1713,Shelby,shelby,f,FALSE
1714,Backpack Kid,backpack kid,u,FALSE
1715,Shelbyville Kids,shelbyville kids,u,FALSE
1716,Springfield,springfield,u,FALSE
1717,Shelbyville,shelbyville,u,FALSE
1718,Tough Kid,tough kid,u,FALSE
1719,Dads,dads,m,FALSE
1720,Bigger Kid,bigger kid,u,FALSE
1721,1st Kid,1st kid,u,FALSE
1722,2nd Kid,2nd kid,u,FALSE
1723,Gas Station Attendant,gas station attendant,u,FALSE
1724,Second Customer,second customer,u,FALSE
1725,Shelbyvillers,shelbyvillers,u,FALSE
1726,Groundskeeper Wilma,groundskeeper wilma,f,FALSE
1727,Tow Truck Man,tow truck man,m,FALSE
1728,Shelbyville Grampa,shelbyville grampa,m,FALSE
1729,Prendergast,prendergast,u,FALSE
1730,Guillermo,guillermo,m,FALSE
1731,Tito Puente,tito puente,m,FALSE
1732,High School Student,high school student,u,FALSE
1733,Roughneck,roughneck,u,FALSE
1734,Veterinarian,veterinarian,u,FALSE
1735,Nelson's Parrot,nelsons parrot,u,FALSE
1736,All Teachers,all teachers,u,FALSE
1737,Male Inspector,male inspector,m,FALSE
1738,Female Inspector,female inspector,f,FALSE
1739,Other Old People,other old people,u,FALSE
1740,Imaginary Burns #1,imaginary burns 1,m,FALSE
1741,Imaginary Burns #2,imaginary burns 2,m,FALSE
1742,Imaginary Burns #3,imaginary burns 3,m,FALSE
1743,Ten Imaginary Burnses,ten imaginary burnses,m,FALSE
1744,Elderly Guard,elderly guard,u,FALSE
1745,Smithers's Brain,smitherss brain,m,FALSE
1746,SUPER-VILLAIN,super-villain,u,FALSE
1747,Teenage Employee,teenage employee,u,FALSE
1748,Pigeon,pigeon,u,FALSE
1749,Police Dispatcher,police dispatcher,u,FALSE
1750,Old Board Member,old board member,u,FALSE
1752,Scoutmaster,scoutmaster,m,FALSE
1753,Different Announcers,different announcers,u,FALSE
1754,Casting Lady,casting lady,f,FALSE
1755,Teamster,teamster,m,FALSE
1756,Dialogue Coach,dialogue coach,u,FALSE
1758,Movie Prop Guy,movie prop guy,m,FALSE
1759,Estonian Dwarf,estonian dwarf,m,FALSE
1760,Prop Guy,prop guy,m,FALSE
1761,Editor,editor,u,FALSE
1762,Spirograph Man,spirograph man,m,FALSE
1763,Mickey Rooney,mickey rooney,m,FALSE
1764,Helicopter Pilot,helicopter pilot,u,FALSE
1765,SHALLOW-LOOKING HOLLYWOODITE,shallow-looking hollywoodite,m,FALSE
1766,Bentley Salesman,bentley salesman,m,FALSE
1767,Head Lice,head lice,u,FALSE
1768,Bully Girls,bully girls,f,FALSE
1769,Old Mafia Guy,old mafia guy,m,FALSE
1771,Officer Noble,officer noble,u,FALSE
1772,FROM SPEAKER,from speaker,u,FALSE
1773,Father In Burlap Sack,father in burlap sack,m,FALSE
1774,Crow,crow,u,FALSE
1775,Pre-Teen Hibbert Kid,pre-teen hibbert kid,m,FALSE
1776,Little Hibbert Girl,little hibbert girl,f,FALSE
1777,Teenage Hibbert Boy,teenage hibbert boy,m,FALSE
1778,Barney-Shaped Form,barney-shaped form,u,FALSE
1779,Jinglers,jinglers,u,FALSE
1780,SHERRI/TERRI/THEIR SOULS,sherriterritheir souls,u,FALSE
1781,NELSON/HIS SOUL,nelsonhis soul,m,FALSE
1782,MARTIN'S SOUL,martins soul,m,FALSE
1783,Unctuous Waiter,unctuous waiter,u,FALSE
1784,Figure,figure,u,FALSE
1785,SHERRI/TERRI,sherriterri,f,FALSE
1786,VERY CUTE LITTLE GIRL,very cute little girl,f,FALSE
1787,Raving Derelict,raving derelict,u,FALSE
1788,Nana Van Houten,nana van houten,f,FALSE
1789,Wolf,wolf,u,FALSE
1790,Pigs,pigs,u,FALSE
1791,Papa Bear,papa bear,m,FALSE
1792,Mama Bear,mama bear,f,FALSE
1793,Baby Bear,baby bear,u,FALSE
1794,Mother Goose,mother goose,f,FALSE
1795,100 Flanderses,100 flanderses,u,FALSE
1796,Jose Flanders,jose flanders,m,FALSE
1797,Thistlewick Flanders,thistlewick flanders,m,FALSE
1798,Lamb,lamb,u,FALSE
1799,MS. HOOVER,ms hoover,f,FALSE
1800,Worm,worm,u,FALSE
1801,Child Voice,child voice,u,FALSE
1802,Linda McCartney,linda mccartney,f,FALSE
1803,Paul McCartney,paul mccartney,m,FALSE
1804,Lard Lad,lard lad,m,FALSE
1805,College Students,college students,u,FALSE
1806,Store Owner,store owner,u,FALSE
1807,Mr. Van Brunt,mr van brunt,m,FALSE
1808,Paul Anka,paul anka,m,FALSE
1809,Kindergarten Kids,kindergarten kids,u,FALSE
1810,All Parents,all parents,u,FALSE
1811,Homer's Mouth,homers mouth,m,TRUE
1812,Muscular Guy,muscular guy,m,FALSE
1813,Glamorous Woman,glamorous woman,f,FALSE
1814,Rugged Man,rugged man,m,FALSE
1815,Moviegoer,moviegoer,u,FALSE
1816,Ice Cream Man,ice cream man,m,FALSE
1817,Worker #3,worker 3,u,FALSE
1818,Line Man,line man,m,FALSE
1819,County Clerk,county clerk,u,FALSE
1820,Grave-digger,grave-digger,m,FALSE
1821,Howard Cosell,howard cosell,m,FALSE
1822,Protestors,protestors,u,FALSE
1823,Student Wiggum,student wiggum,u,FALSE
1824,Dennis Hopper,dennis hopper,m,FALSE
1825,Postal Clerk,postal clerk,u,FALSE
1826,Postal Clerk #2,postal clerk 2,u,FALSE
1827,Van Driver,van driver,u,FALSE
1828,Enraged Prisoner,enraged prisoner,m,FALSE
1829,Teenage Girl,teenage girl,f,FALSE
1830,Tv Audience,tv audience,u,FALSE
1831,AIRMAN AT THE GATE,airman at the gate,u,FALSE
1832,Very Normal Prisoner,very normal prisoner,u,FALSE
1833,Another Prisoner,another prisoner,u,FALSE
1834,Airman Tour Guide,airman tour guide,u,FALSE
1835,M.P.,mp,u,FALSE
1836,ENTIRE AUDIENCE,entire audience,u,FALSE
1837,Loudspeaker,loudspeaker,u,FALSE
1838,Airman At Gate,airman at gate,u,FALSE
1839,Airman With Pistol,airman with pistol,u,FALSE
1840,Airman In Tank,airman in tank,u,FALSE
1841,Matt Groening,matt groening,m,FALSE
1842,Network Executive #1,network executive 1,u,FALSE
1843,Network Executive #2,network executive 2,u,FALSE
1751,Producer,producer,m,FALSE
1844,Supervillain,supervillain,m,FALSE
1845,Bont,bont,u,FALSE
1846,Indian Woman,indian woman,f,FALSE
1847,Bare-chested Man,bare-chested man,m,FALSE
1848,Richard Simmons Robot,richard simmons robot,m,FALSE
1849,Carolers,carolers,u,FALSE
1850,Rich Suburban Mom,rich suburban mom,f,FALSE
1851,SPOILED LITTLE BOY,spoiled little boy,m,FALSE
1852,Gavin,gavin,m,FALSE
1853,Mario,mario,m,FALSE
1854,Mario #2,mario 2,m,FALSE
1855,Donkey Kong,donkey kong,m,FALSE
1856,Lee Carvallo,lee carvallo,m,FALSE
1857,Sonic the Hedgehog,sonic the hedgehog,m,FALSE
1859,Answering Machine,answering machine,u,FALSE
1860,Mangy Santa,mangy santa,m,FALSE
1861,Quimby #2,quimby 2,m,FALSE
1862,Quimbys,quimbys,m,FALSE
1863,Bowling Clerk,bowling clerk,u,FALSE
1864,Nurselady Doris,nurselady doris,f,FALSE
1865,Sportscaster #2,sportscaster 2,u,FALSE
1866,Guy In Crowd,guy in crowd,m,FALSE
1869,GEORGE BUSH & FLANDERS,george bush flanders,m,FALSE
1870,Teenage Kid,teenage kid,u,FALSE
1871,HOMER AND BART,homer and bart,u,TRUE
1872,Elks,elks,u,FALSE
1873,GORBACHEV,gorbachev,m,FALSE
1874,Gerald Ford,gerald ford,m,FALSE
1877,Simpsons,simpsons,u,TRUE
1878,Women,women,f,FALSE
1879,Dorothy Parker-ish Socialite,dorothy parker-ish socialite,f,FALSE
1880,Patricia,patricia,f,FALSE
1881,Roberta,roberta,f,FALSE
1882,Brittany Brockman,brittany brockman,f,FALSE
1883,Tom Kite,tom kite,m,FALSE
1884,Saleslady,saleslady,f,FALSE
1885,Mr. Dewey,mr dewey,m,FALSE
1886,Bank Employee,bank employee,u,FALSE
1887,Teller #2,teller 2,u,FALSE
1888,Cayman Islands Bank Guy,cayman islands bank guy,m,FALSE
1889,Chief Agent,chief agent,u,FALSE
1890,2ND IRS AGENT,2nd irs agent,u,FALSE
1891,Phone Bid Taker,phone bid taker,u,FALSE
1892,Man's Voice,mans voice,m,FALSE
1893,Bob Newhart,bob newhart,m,FALSE
1894,GLOBAL POSITIONING SYSTEM,global positioning system,u,FALSE
1895,Pioneers,pioneers,u,FALSE
1896,Troy-jebediah,troy-jebediah,m,FALSE
1897,Fatherly Pioneer,fatherly pioneer,m,FALSE
1898,Mechanical Voice,mechanical voice,u,FALSE
1900,Committee Members,committee members,u,FALSE
1901,Sprüngfeld,sprüngfeld,u,FALSE
1902,Betsy Ross,betsy ross,f,FALSE
1903,Corporate Type,corporate type,u,FALSE
1904,Skull,skull,u,FALSE
1905,Sharpshooter,sharpshooter,u,FALSE
1906,Employees,employees,u,FALSE
1907,Mrs. Burns,mrs burns,f,FALSE
1908,Middle-aged Man,middle-aged man,m,FALSE
1909,Brinkley,brinkley,u,FALSE
1910,Suzanne Somers,suzanne somers,f,FALSE
1913,Courtroom Spectators,courtroom spectators,u,FALSE
1914,Amendment,amendment,u,FALSE
1915,Congressman,congressman,u,FALSE
1916,Mob Of Amendments,mob of amendments,u,FALSE
1917,Crazy Amendment,crazy amendment,u,FALSE
1918,Lester,lester,m,FALSE
1919,Miss Piggy,miss piggy,f,FALSE
1920,Sir Kermit,sir kermit,m,FALSE
1921,Paparazzo,paparazzo,m,FALSE
1922,PHONE VOICE,phone voice,u,FALSE
1924,Diners,diners,u,FALSE
1925,Obnoxious Diner,obnoxious diner,u,FALSE
1926,TROY/ONSCREEN TROY,troyonscreen troy,u,FALSE
1927,Male Co-host,male co-host,m,FALSE
1928,Female Co-host,female co-host,f,FALSE
1929,Ape,ape,u,FALSE
1930,Ape #2,ape 2,u,FALSE
1931,Chorus Of Ape Elders,chorus of ape elders,u,FALSE
1932,Ape Nurse,ape nurse,u,FALSE
1933,Dr. Zaius,dr zaius,m,FALSE
1934,Jub-Jub,jub-jub,u,FALSE
1935,Ticketing Agent,ticketing agent,u,FALSE
1936,Crackerman,crackerman,m,FALSE
1937,Other Traders,other traders,u,FALSE
1938,Angry Dad,angry dad,m,FALSE
1939,Deranged-looking Hitchhiker,deranged-looking hitchhiker,m,FALSE
1940,Andy Williams,andy williams,m,FALSE
1941,Commanding-voiced Man,commanding-voiced man,m,FALSE
1942,Proprietor,proprietor,u,FALSE
1943,Al Gore Doll,al gore doll,u,FALSE
1944,Pawn Shop Clerk,pawn shop clerk,u,FALSE
1945,Chinese Doctor,chinese doctor,u,FALSE
1946,Oak Ridge Engineer,oak ridge engineer,m,FALSE
1947,Review Board Members,review board members,u,FALSE
1948,Review Board Chairman,review board chairman,u,FALSE
1875,Brandine Del Roy,brandine del roy,f,FALSE
1899,HURLBUT,hurlbut,m,FALSE
1867,Disco Stu,disco stu,m,FALSE
1911,Chester Lampwick,chester lampwick,m,FALSE
1923,Macarthur Parker,macarthur parker,m,FALSE
1858,Detective,detective,m,FALSE
1876,Evelyn,evelyn,f,FALSE
1949,Señora Bumblebee Man,señora bumblebee man,m,FALSE
1950,Twangy Singers,twangy singers,u,FALSE
1951,Very Tall Man,very tall man,m,FALSE
1952,Grampa Van Houten,grampa van houten,m,FALSE
1953,Judge Grandfather,judge grandfather,m,FALSE
1954,VIDAL,vidal,u,FALSE
1955,Voice On Intercom,voice on intercom,u,FALSE
1956,Phony Homer,phony homer,m,FALSE
1957,Phony Marge,phony marge,f,FALSE
1958,Iggy Wiggum,iggy wiggum,m,FALSE
1959,Sheldon Skinner,sheldon skinner,m,FALSE
1960,Arnie Gumble,arnie gumble,m,FALSE
1961,Ox,ox,m,FALSE
1962,Platoon,platoon,u,FALSE
1963,Etch,etch,u,FALSE
1964,ROD/TODD,rodtodd,m,FALSE
1965,State Dept. Man #1,state dept man 1,u,FALSE
1966,State Dept. Man #2,state dept man 2,u,FALSE
1967,Von Wörtzenburger,von wörtzenburger,m,FALSE
1968,VON WÖRTZENURGER,von wÖrtzenurger,m,FALSE
1969,GREAT GRAMPA,great grampa,m,FALSE
1970,Great Grampa Simpson,great grampa simpson,m,FALSE
1971,GREAT GRAMMA SIMPSON,great gramma simpson,f,FALSE
1972,Apu's Father,apus father,m,FALSE
1973,Apu's Mother,apus mother,f,FALSE
1974,Young Apu,young apu,m,FALSE
1976,Young Frink,young frink,m,FALSE
1977,Tom Cruise,tom cruise,m,FALSE
1978,Nicole Kidman,nicole kidman,f,FALSE
1979,I.N.S. AGENT,ins agent,u,FALSE
1980,Radio,radio,u,FALSE
1981,Sales Teen,sales teen,u,FALSE
1982,First Cool Guy,first cool guy,m,FALSE
1983,All Other Guys,all other guys,m,FALSE
1984,Second Girl,second girl,f,FALSE
1985,Ticket,ticket,u,FALSE
1986,Blockhead,blockhead,u,FALSE
1987,B-Real,b-real,u,FALSE
1988,Sales Kid,sales kid,u,FALSE
1989,Sour Kid,sour kid,u,FALSE
1990,Many Kids,many kids,u,FALSE
1991,Sour Kid #2,sour kid 2,u,FALSE
1992,Sour Girl,sour girl,f,FALSE
1993,Peter Frampton,peter frampton,m,FALSE
1994,Billy Corgan,billy corgan,m,FALSE
1995,Sonic Youth,sonic youth,u,FALSE
1996,Cypress Hill,cypress hill,m,FALSE
1997,Smashing Pumpkins,smashing pumpkins,u,FALSE
1998,First Gen-x Kid,first gen-x kid,u,FALSE
1999,Second Gen-x Kid,second gen-x kid,u,FALSE
2001,Jimmy Chamberlin,jimmy chamberlin,m,FALSE
2002,James Iha,james iha,m,FALSE
2003,DJ Muggs,dj muggs,u,FALSE
2004,London Orchestra Guy,london orchestra guy,m,FALSE
2005,FRAMPTON'S GUITAR,framptons guitar,u,FALSE
2006,Otto's Left Shoe,ottos left shoe,u,FALSE
2007,Otto's Right Shoe,ottos right shoe,u,FALSE
2008,Thurston Moore,thurston moore,m,FALSE
2009,Steve Shelley,steve shelley,m,FALSE
2010,Lee Ranaldo,lee ranaldo,m,FALSE
2011,Kim Gordon,kim gordon,f,FALSE
2012,Sen-Dog,sen-dog,u,FALSE
2013,Ice Cream Truck Supervisor,ice cream truck supervisor,u,FALSE
2014,Nerdy Girl,nerdy girl,f,FALSE
2015,OTHER NERDY GIRL,other nerdy girl,f,FALSE
2016,Pippi Longstocking,pippi longstocking,f,FALSE
2017,Eustace Tilley,eustace tilley,f,FALSE
2018,Alice,alice,f,FALSE
2019,COOL KID VOICE,cool kid voice,u,FALSE
2020,COOL GIRL VOICE,cool girl voice,f,FALSE
2021,Rick,rick,m,FALSE
2022,Erin,erin,f,FALSE
2023,Apu II,apu ii,m,FALSE
2024,Something,something,u,FALSE
2025,"Hulking, Shambling Figure",hulking shambling figure,u,FALSE
2026,Hugo,hugo,m,FALSE
2027,Prof. Mini-Frink,prof mini-frink,m,FALSE
2028,Notable,notable,u,FALSE
2029,Fat Man,fat man,m,FALSE
2030,Dole,dole,u,FALSE
2031,Committee Staff,committee staff,u,FALSE
2032,Clinton,clinton,m,FALSE
2033,KODOS-CLINTON,kodos-clinton,m,FALSE
2034,KANG-DOLE,kang-dole,m,FALSE
2035,Spokesman,spokesman,u,FALSE
2036,SECRET SERVICEMAN,secret serviceman,m,FALSE
2037,Man In Crowd,man in crowd,m,FALSE
2038,Alien Crier,alien crier,u,FALSE
2039,Businesswoman,businesswoman,f,FALSE
2041,Technicians,technicians,u,FALSE
2042,Student In Sunglasses,student in sunglasses,u,FALSE
2043,Milhouse,milhouse,m,FALSE
2044,Mr. Doyle,mr doyle,m,FALSE
2045,Leg-up Kid,leg-up kid,u,FALSE
2046,2nd Leg-up Kid,2nd leg-up kid,u,FALSE
2047,3RD LEG-UP KID,3rd leg-up kid,u,FALSE
2048,Leg-up Teacher,leg-up teacher,u,FALSE
2049,Rest Of Class,rest of class,u,FALSE
2050,Mrs. Owl,mrs owl,f,FALSE
2051,U.N. Member,un member,u,FALSE
2052,2nd U.N. Member,2nd un member,u,FALSE
2053,Jumpsuited Guy,jumpsuited guy,m,FALSE
3001,Duncan,duncan,m,FALSE
2040,Hank Scorpio,hank scorpio,m,FALSE
2000,D'arcy,darcy,f,FALSE
2054,Record/children,recordchildren,u,FALSE
2055,Computer,computer,u,FALSE
2056,Messenger,messenger,u,FALSE
2057,Mall Announcer,mall announcer,u,FALSE
2058,Indian #1,indian 1,u,FALSE
2059,Indian #2,indian 2,u,FALSE
2060,Microchip Voice,microchip voice,u,FALSE
2061,Jimbo's Dad,jimbos dad,m,FALSE
2062,Dolph's Dad,dolphs dad,m,FALSE
2063,Kearney's Dad,kearneys dad,m,FALSE
2064,LUCIUS,lucius,m,FALSE
2066,Prisoners,prisoners,u,FALSE
2067,Questioner #1,questioner 1,u,FALSE
2068,Questioner #2,questioner 2,u,FALSE
2069,Questioner #3,questioner 3,u,FALSE
2070,PAROLE BOARD MEMBERS,parole board members,u,FALSE
2071,T-shirt Vendor,t-shirt vendor,u,FALSE
2072,Michael Buffer,michael buffer,m,FALSE
2073,Fan Man,fan man,m,FALSE
2074,Park Ranger,park ranger,u,FALSE
2075,Tour Group,tour group,u,FALSE
2076,Old Preppie,old preppie,u,FALSE
2077,Willy Loman,willy loman,m,FALSE
2078,Wealthy Dowager,wealthy dowager,u,FALSE
2079,Male Admissions Officer,male admissions officer,m,FALSE
2080,Female Admissions Officer,female admissions officer,f,FALSE
2081,Costume Shop Clerk,costume shop clerk,u,FALSE
2082,Child's Voice,childs voice,u,FALSE
2083,Simulated Homer,simulated homer,m,TRUE
2084,Starlet,starlet,f,FALSE
2085,Sports Announcer,sports announcer,u,FALSE
2086,Dancer #1,dancer 1,u,FALSE
2088,Rusty,rusty,m,FALSE
2089,Bernice Hibbert,bernice hibbert,f,FALSE
2090,Dancer #2,dancer 2,u,FALSE
2091,BELLE/DANCERS,belledancers,u,FALSE
2092,Townsmen Chorus,townsmen chorus,u,FALSE
2093,Marge's Dummy,marges dummy,f,TRUE
2094,Hibbert Family,hibbert family,u,FALSE
2095,"Kearney, Jr.",kearney jr,m,FALSE
2096,Single Man,single man,m,FALSE
2097,Cracker Executive,cracker executive,u,FALSE
2098,Chase,chase,m,FALSE
2099,Starla,starla,f,FALSE
2100,Flashback Homer,flashback homer,m,TRUE
2101,Flashback Marge,flashback marge,f,TRUE
2102,COMBO FRONTMAN,combo frontman,m,FALSE
2103,Bandmembers,bandmembers,u,FALSE
2104,Homer's Recording,homers recording,m,TRUE
2105,Milhouse's Thoughts,milhouses thoughts,m,FALSE
2106,Paramedic,paramedic,u,FALSE
2107,Nelson's Brain,nelsons brain,m,FALSE
2108,National Guardsman,national guardsman,m,FALSE
2109,Main Title Singers,main title singers,u,FALSE
2110,Prison Officials,prison officials,u,FALSE
2111,Citizens,citizens,u,FALSE
2112,Older Nurse,older nurse,u,FALSE
2114,Young Ned,young ned,m,FALSE
2115,Young Dr. Foster,young dr foster,m,FALSE
2116,"Nedward Flanders, Sr.",nedward flanders sr,m,FALSE
2117,Mona Flanders,mona flanders,f,FALSE
2118,Crazy Man,crazy man,m,FALSE
2119,Jay Sherman,jay sherman,m,FALSE
2120,Various Onlookers,various onlookers,u,FALSE
2121,Coyote,coyote,u,FALSE
2122,Furniture Salesman,furniture salesman,u,FALSE
2123,First Mate,first mate,u,FALSE
2124,Leonard Nimoy,leonard nimoy,m,FALSE
2125,Video Arcade Man,video arcade man,m,FALSE
2126,Kevin Costner Voice,kevin costner voice,m,FALSE
2127,Guilty Man,guilty man,m,FALSE
2128,Fox Mulder,fox mulder,m,FALSE
2129,Dana Scully,dana scully,f,FALSE
2130,Alf,alf,m,FALSE
2131,MARVIN-THE-MARTIAN-TYPE,marvin-the-martian-type,m,FALSE
2132,Whale,whale,u,FALSE
2133,Frog #1,frog 1,u,FALSE
2134,Frog #2,frog 2,u,FALSE
2135,Frog #3,frog 3,u,FALSE
2136,alligator,alligator,u,FALSE
2137,Hot Dog Stand Guy,hot dog stand guy,m,FALSE
2138,SMITHERS',smithers,m,FALSE
2139,NICK RIVIERA,nick riviera,m,FALSE
2140,Motivational Man,motivational man,m,FALSE
2141,Picture Man,picture man,m,FALSE
2142,Pita Saleswoman,pita saleswoman,f,FALSE
2143,Investorettes,investorettes,f,FALSE
2144,Frank Ormand,frank ormand,m,FALSE
2145,1st Sportscaster,1st sportscaster,u,FALSE
2146,Entire Stadium,entire stadium,u,FALSE
2147,2nd Sportscaster,2nd sportscaster,u,FALSE
2148,Mobster,mobster,u,FALSE
2149,Little Yakuza,little yakuza,u,FALSE
2150,Yakuza,yakuza,u,FALSE
2151,1st Panicked Employee,1st panicked employee,u,FALSE
2152,2nd Panicked Employee,2nd panicked employee,u,FALSE
2153,Ranger,ranger,u,FALSE
2154,Smokey Bear,smokey bear,u,FALSE
2155,Smithers's Echo,smitherss echo,m,FALSE
2156,John Muir,john muir,m,FALSE
2157,Drunk Man,drunk man,m,FALSE
2158,McFadden,mcfadden,m,FALSE
2113,Dr. Foster,dr foster,m,FALSE
2087,Belle,belle,f,FALSE
2159,Mr. Burns's Thoughts,mr burnss thoughts,m,FALSE
2160,Family,family,u,FALSE
2161,FORD,ford,u,FALSE
2162,Older Woman,older woman,f,FALSE
2163,Elderly Woman,elderly woman,f,FALSE
2164,Nanny,nanny,f,FALSE
2166,Fidgety Lieutenant,fidgety lieutenant,u,FALSE
2167,Quentin Tarantino,quentin tarantino,m,FALSE
2168,Moderator,moderator,u,FALSE
2169,Writer #1,writer 1,u,FALSE
2170,Writer #3,writer 3,u,FALSE
2171,Writing Staff,writing staff,u,FALSE
2172,Head Animator,head animator,u,FALSE
2173,Roy,roy,m,FALSE
2174,David Cohen,david cohen,m,FALSE
2175,Sound Engineer,sound engineer,u,FALSE
2176,June,june,f,FALSE
2177,Nerd In Audience,nerd in audience,u,FALSE
2178,Theme Singers,theme singers,u,FALSE
2179,Very Deep Voice,very deep voice,u,FALSE
2180,Poochie,poochie,m,FALSE
2181,Hip Saleswoman,hip saleswoman,f,FALSE
2182,100 Workers,100 workers,u,FALSE
2183,Buffed Worker,buffed worker,u,FALSE
2184,Worker In Crowd,worker in crowd,u,FALSE
2185,Convicts,convicts,u,FALSE
2186,Fat Convict,fat convict,u,FALSE
2188,Sideshow Bob's Brain,sideshow bobs brain,m,FALSE
2189,1986 Cecil,1986 cecil,m,FALSE
2190,1986 BOB,1986 bob,m,FALSE
2191,1986 Krusty,1986 krusty,m,FALSE
2192,EVERYONE BUT BOB AND CECIL,everyone but bob and cecil,u,FALSE
2193,Cousin Merl,cousin merl,m,FALSE
2194,Man In Lower Outhouse,man in lower outhouse,m,FALSE
2195,Comedy Nurse,comedy nurse,u,FALSE
2196,Distressed Yuppie,distressed yuppie,u,FALSE
2197,Young Italian Man #1,young italian man 1,m,FALSE
2198,Limo Driver,limo driver,u,FALSE
2199,Emergency Operator,emergency operator,u,FALSE
2200,Irish Cops,irish cops,u,FALSE
2201,Drunken Revelers,drunken revelers,u,FALSE
2202,Shocked Old Woman,shocked old woman,f,FALSE
2203,Bar Crowd,bar crowd,u,FALSE
2204,Temperance Women,temperance women,f,FALSE
2205,Very Old Clerk,very old clerk,u,FALSE
2206,Councilmen,councilmen,m,FALSE
2207,Head Of Duff,head of duff,m,FALSE
2208,Quimby's Aide,quimbys aide,u,FALSE
2210,"HOMER, MARGE AND BART",homer marge and bart,u,TRUE
2211,Helpful Clerk,helpful clerk,u,FALSE
2212,Voice In Crowd,voice in crowd,u,FALSE
2213,Magician,magician,u,FALSE
2214,Cafeteria Worker,cafeteria worker,u,FALSE
2215,Computerized Japanese Voice,computerized japanese voice,u,FALSE
2216,Laddie,laddie,u,FALSE
2217,Credit Representative,credit representative,u,FALSE
2218,Repo Goon #2,repo goon 2,m,FALSE
2219,Heiress,heiress,f,FALSE
2220,Lumley,lumley,u,FALSE
2221,Distant Voice,distant voice,u,FALSE
2222,FIRE-STOKER,fire-stoker,u,FALSE
2223,Tommy,tommy,m,FALSE
2224,Mitchell,mitchell,m,FALSE
2225,Stockbroker,stockbroker,u,FALSE
2226,ADVISORS & SMITHERS,advisors smithers,u,FALSE
2227,Real Estate Agent,real estate agent,u,FALSE
2228,"Bret ""The Hitman"" Hart",bret the hitman hart,m,FALSE
2229,Shrieking Sheik,shrieking sheik,m,FALSE
2230,Activity Coordinator,activity coordinator,u,FALSE
2231,Female Resident,female resident,f,FALSE
2232,Male Resident,male resident,m,FALSE
2233,Several Residents,several residents,u,FALSE
2234,Hospital Intercom,hospital intercom,u,FALSE
2235,Test Blast Announcer,test blast announcer,u,FALSE
2236,Nearby Patient,nearby patient,u,FALSE
2237,P.A. SYSTEM,pa system,u,FALSE
2238,Young Flanders,young flanders,m,FALSE
2239,Young Lovejoy,young lovejoy,m,FALSE
2240,Japanese Worker #1,japanese worker 1,u,FALSE
2241,St. Eleutherius,st eleutherius,u,FALSE
